Agricultural land (% of land area),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Uganda,,45.1328762324208,45.6133326660327,46.3340173164506,49.4119413442771,49.4019318352435,49.4719983984786,49.4870126620289,49.6721885791502,49.79730744207,49.9474500775737,50.1976878034132,50.5480206195886,50.9484009809319,51.3688003603423,52.0844802562434,52.740103097943,52.740103097943,53.100445423152,53.100445423152,53.4507782393274,53.8511586006706,54.2515389620139,56.5537260397378,57.5546769430959,58.055152394775,59.1411841249187,59.1411841249187,59.1411841249187,59.3663980781743,59.8668735298534,60.2172063460287,60.3173014363646,60.4674440718683,60.5675391622041,60.6676342525399,60.9178719783795,60.9178719783795,61.2682047945548,61.3682998848906,62.6194885140884,63.1199639657675,64.1209148691257,65.622341224163,66.3730544016816,66.3730544016816,66.8735298533607,67.6242430308793,68.8754316600771,69.8763825634353,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3724864071805,72.3051695866057,72.2551134892552,72.2413049106758,72.2188659704842,72.2430309829982,71.8235954086476,71.5508759817036,71.4697505825494,71.4335030637784,71.4537232022646,71.3829530155004,71.3812269133842,71.2899996548034,71.2579397956366,71.2305594393524,71.2766691983705,71.2490506110612,,
United Arab Emirates,,2.48803827751196,2.48803827751196,2.48803827751196,2.48803827751196,2.5,2.51196172248804,2.51196172248804,2.51196172248804,2.51196172248804,2.53588516746411,2.53588516746411,2.53588516746411,2.54784688995215,2.55980861244019,2.57177033492823,2.58373205741627,2.59569377990431,2.60765550239234,2.61961722488038,2.66746411483254,2.71531100478469,2.71531100478469,2.77511961722488,2.77511961722488,2.811004784689,2.84688995215311,2.84688995215311,2.85885167464115,2.85885167464115,3.40909090909091,3.70813397129187,4.05502392344498,4.24641148325359,4.44976076555024,4.58133971291866,4.688995215311,4.78468899521531,4.82057416267943,6.23205741626794,6.60287081339713,6.7822966507177,6.83014354066986,6.6866028708134,6.69856459330144,6.67464114832536,6.80622009569378,6.80622009569378,6.80622009569378,6.80622009569378,,
United Kingdom,,81.8418550820485,81.7550531145373,81.6227834497582,81.440912660687,80.9531682718142,80.808498325962,80.8250320340594,80.2959533749432,80.1058157318232,77.9109659818956,77.8861654197495,77.5265572686314,77.2785516471707,77.0388128797586,76.8114743934196,76.7494729880544,76.4270656801554,76.3774645558632,76.2699954532303,76.3402637126442,75.7243830860166,75.5631794320671,75.2945066754846,75.2366386971438,75.096102178316,74.9390319513909,74.8811639730501,76.1501260695242,75.6665151076758,75.2407721241682,74.9927665027074,74.6910263299301,72.4755094448807,71.9588310668375,71.8348282561072,72.3101723639069,72.6863142231224,72.4093746124912,71.1734799322118,70.1194560410036,70.0739883437358,70.1690571652957,70.0863886248088,70.4790641921217,70.0863886248088,73.7320712602819,72.9425866986318,73.0955234985326,71.6116231967925,,
United States,,48.8602417741752,48.4761370286583,48.1979395040485,47.9325163555688,47.589791854097,47.5545258413619,47.5279944447841,47.5812756033436,47.5432800230594,47.4289657341008,47.308864761938,47.1996820599719,47.0795810878091,46.9658127123604,46.9658127123604,46.9658127123604,46.9847013198005,46.7479932219379,46.7479932219379,46.7479932219379,46.7479932219379,47.1013084455004,47.1013084455004,47.1013084455004,47.1013084455004,47.1013084455004,46.615336239049,46.615336239049,46.615336239049,46.615336239049,46.615336239049,46.4494877147624,46.1786054311843,45.9810939233275,45.8719112213614,45.4534139247251,45.2982653052312,45.2658380427472,45.1893009686689,45.2305848555761,45.2900702036254,45.0848730397122,44.9538961265761,44.4760486884845,44.2641935314869,43.7507640319933,43.9296566658517,44.2049233554379,44.1054417529752,,
Uruguay,,87.0186264426923,86.8072220317678,86.5215403953834,86.5786767226603,86.2758541880928,86.327276882642,86.327276882642,86.1158724717175,86.1158724717175,86.0301679808022,86.0301679808022,86.0301679808022,86.0244543480745,86.0587361444406,86.0873043080791,86.1558679008113,86.161581533539,86.161581533539,86.1672951662667,86.1672951662667,85.9673180207976,85.7102045480516,85.5216546680379,85.2702548280197,85.081704948006,84.8303051079876,84.7160324534339,84.6988915552508,84.7046051879785,84.7046051879785,84.7046051879785,84.8188778425323,84.8188778425323,84.8188778425323,84.8760141698092,85.0417095189121,85.0359958861844,85.2016912352874,85.1959776025597,85.4645183407611,85.447377442578,84.8017369443492,84.8017369443492,84.218946406125,84.218946406125,83.3676151296995,83.4647468860702,85.0759913152783,84.6017597988801,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1716031969911,64.9929478138223,64.9811941701928,64.9858956276446,64.9811941701928,64.974141984015,64.2618711800658,64.2524682651622,64.233662435355,64.2454160789845,63.5778091208274,63.093559003291,63.093559003291,62.8584861307005,62.7409496944053,62.62341325811,62.5763986835919,62.649271274095,,
Vanuatu,,8.61361771944217,8.61361771944217,8.61361771944217,8.61361771944217,9.26989335520919,9.26989335520919,9.26989335520919,9.26989335520919,9.26989335520919,9.84413453650533,9.84413453650533,9.84413453650533,9.84413453650533,9.84413453650533,10.3363412633306,10.3363412633306,10.4183757178015,10.4183757178015,10.5004101722724,10.5004101722724,10.746513535685,10.8285479901559,11.0746513535685,11.0746513535685,11.2387202625103,11.5668580803938,11.7309269893355,12.059064807219,12.2231337161608,12.4692370795734,12.6333059885152,12.8794093519278,13.0434782608696,13.1255127153404,13.5356849876948,13.6997538966366,13.7817883511075,14.109926168991,14.1919606234619,14.3560295324036,14.5200984413454,14.6021328958162,14.766201804758,14.8482362592289,15.0123051681706,15.1763740771124,15.3404429860541,15.3404429860541,15.3404429860541,,
Venezuela,,21.8037526217335,21.8831132021994,21.9624737826654,22.0441018082875,22.1234623887535,22.2028229692194,22.2957882206224,22.4000906978062,22.4930559492092,22.5984921489711,22.7039283487331,22.7481435292784,22.8773879031801,22.9510798707556,23.0123008899722,23.2073011734029,23.4499178051131,23.5134062694859,23.6948018819795,23.8308485913497,23.8535230429114,23.9895697522816,24.1256164616518,24.2503259452412,24.5337565897625,24.7718383311604,24.8965478147497,24.953233943654,24.726489428037,24.7831755569412,24.779774389207,24.4963437446857,24.4918088543733,24.4997449124199,24.5110821382008,24.5246868091378,24.5292216994501,24.5360240349187,24.5258205317159,24.2559945581316,24.2593957258659,24.1482909132135,24.1482909132135,24.2049770421178,24.2049770421178,24.2049770421178,24.2049770421178,24.2049770421178,24.261663171022,,
Vietnam,,19.3308550185874,19.3462164736244,19.3615779286614,19.3769393836984,19.3923008387354,19.4076622937725,19.4844695689576,19.5612768441427,19.6073612092537,19.7148913945129,19.7302528495499,19.807060124735,19.9145903099942,19.9913975851793,20.0067590402163,20.6519401517712,20.9284463424376,21.0021813266153,21.0451934007189,21.0697717287782,21.1250729669114,21.1496512949707,21.2049525331039,21.2295308611632,20.7379642999785,20.6611570247934,20.6150726596823,20.6150726596823,20.6304341147193,20.6642293158008,20.7410365909859,21.5828443270147,21.7733263694737,21.9361577928661,21.7487480414145,23.6013395188792,24.0990506620787,24.747304064641,25.8471842452917,28.2260657107953,30.4831399273522,30.4459829335051,30.7575708710936,31.5896410487954,32.4249363047054,32.5023381817009,32.4507369303706,33.0248008514206,33.1280033540813,,
Virgin Islands (U.S.),,34.2857142857143,34.2857142857143,40,45.7142857142857,45.7142857142857,45.7142857142857,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,45.7142857142857,45.7142857142857,42.8571428571429,40,40,34.2857142857143,34.2857142857143,34.2857142857143,31.4285714285714,31.4285714285714,28.5714285714286,28.5714285714286,28.5714285714286,28.5714285714286,25.7142857142857,22.8571428571429,22.8571428571429,22.8571428571429,22.8571428571429,20,20,20,17.1428571428571,17.1428571428571,17.1428571428571,17.1428571428571,11.4285714285714,11.4285714285714,11.4285714285714,11.4285714285714,,
West Bank and Gaza,,60.797342192691,60.797342192691,60.797342192691,60.6312292358804,60.6312292358804,60.797342192691,60.9634551495017,60.9634551495017,60.9634551495017,61.1295681063123,61.1295681063123,61.1295681063123,61.1295681063123,61.2956810631229,61.2956810631229,61.6279069767442,61.9601328903654,62.2923588039867,62.1262458471761,62.2923588039867,62.9568106312292,63.1229235880399,63.4551495016611,63.6212624584718,63.1229235880399,63.1229235880399,62.7906976744186,62.7906976744186,62.624584717608,62.2923588039867,61.7940199335548,61.4617940199336,61.4617940199336,61.4617940199336,62.4584717607973,61.7940199335548,61.4617940199336,57.9734219269103,60.4651162790698,61.7940199335548,61.2956810631229,61.4617940199336,60.9634551495017,60.9634551495017,61.4617940199336,60.9634551495017,60.9634551495017,61.1295681063123,60.9634551495017,,
"Yemen, Rep.",,44.2013750781294,44.2222095952422,44.2449381593651,44.2638786294676,44.2828190995701,44.3036536166828,44.3169119457545,44.3263821808057,44.3453226509082,44.3547928859594,44.3699452620414,44.3907797791541,44.4002500142054,44.4097202492566,44.4343428603898,44.4343428603898,44.4343428603898,44.4381309544103,44.4400250014205,44.4400250014205,44.443813095441,44.443813095441,44.443813095441,44.443813095441,44.4532833304923,44.4532833304923,44.4703297535845,44.4703297535845,44.474117847605,44.7487546640908,44.758224899142,44.474117847605,44.9362653181052,44.9457355531564,44.9570998352179,44.9930867284126,44.926795083054,44.8510332026441,44.8283046385211,44.8301986855314,44.6900392067731,44.8055760743982,44.5006345057484,44.6180654203837,44.5536678220353,44.750648711101,44.750648711101,44.5423035399739,44.4191904843078,,
Zambia,,25.9715627059821,26.0428577193667,26.1020460323652,26.1760314236134,26.2486716259299,26.3751193855177,26.4477595878341,26.5473035687862,26.6401216050794,26.7342848303044,26.975073649094,27.2414210575875,27.0974858418865,27.17550679993,27.2225884125425,27.4553060977414,27.2723604030186,27.1122829201361,26.6078370707166,26.6966195402144,26.6831676508966,26.6455023608066,26.8513162673698,26.8795652349372,27.0719272521826,27.2064461453611,27.3961177847429,27.6153835806239,28.110413107521,27.9947268593874,28.0149046933642,28.3364048480609,28.5206957317155,28.8852419322294,28.8650640982526,29.4125559934893,29.5551460202585,29.627786222575,30.1389580166534,30.2640605873095,30.3407363564213,30.4227928812602,30.8169332382733,30.8007909710919,30.6191904653008,31.0039144997915,30.9178224081572,31.0563768681311,31.4572431698032,,
Zimbabwe,,28.3960191288613,28.6157425358666,28.8354659428719,29.0551893498772,29.2232131317048,29.4946361638878,29.7143595708931,29.9340829778984,30.1538063849037,30.373529791909,30.5932531989143,30.7612769807419,30.8517513248029,31.0714747318082,31.1619490758692,31.2524234199302,31.3170479514024,31.4462970143466,31.5755460772909,31.7306449528241,31.9245185472405,32.1442419542458,32.3381155486623,32.480289517901,32.6741631123174,32.8680367067339,33.0619103011503,33.29455861445,33.4884322088665,33.6306061781052,34.0700529921158,34.5094998061264,34.948946620137,35.3883934341476,35.8278402481582,36.2672870621688,37.0143466459868,37.5339278790229,38.3611218818664,38.9298177588212,39.3951143854207,39.9896600749645,40.4549567015639,41.359700142174,41.6181982680626,42.0059454568954,42.0059454568954,42.5229417086726,42.3936926457283,,
